,,country,year,life_expectancy
836,56,Cyprus,1803,38.5
837,57,Czech Republic,1803,34.95
838,58,Czechoslovakia,1803,
839,59,Denmark,1803,44.84
840,60,Djibouti,1803,29.9
841,61,Dominica,1803,
842,62,Dominican Republic,1803,29.9
843,63,East Germany,1803,
844,64,Ecuador,1803,32.9
845,65,Egypt,1803,33.0
846,66,El Salvador,1803,28.7
847,67,Equatorial Guinea,1803,29.8
848,68,Eritrea,1803,30.2
849,69,Eritrea and Ethiopia,1803,
850,70,Estonia,1803,34.82
851,71,Ethiopia,1803,29.7
852,72,Faeroe Islands,1803,
853,73,Falkland Is (Malvinas),1803,
854,74,Fiji,1803,26.1
855,75,Finland,1803,28.53
856,76,France,1803,30.64
857,77,French Guiana,1803,30.5
858,78,French Polynesia,1803,25.6
859,79,Gabon,1803,30.6
860,80,Gambia,1803,28.8
861,81,Georgia,1803,31.87
862,82,Germany,1803,38.37
863,83,Ghana,1803,28.0
864,84,Gibraltar,1803,
865,85,Greece,1803,36.6
866,86,Greenland,1803,33.87
867,87,Grenada,1803,31.4
868,88,Guadeloupe,1803,27.66
869,89,Guam,1803,27.5
870,90,Guatemala,1803,25.8
871,91,Guernsey,1803,
872,92,Guinea,1803,29.53
873,93,Guinea-Bissau,1803,32.0
874,94,Guyana,1803,31.12
875,95,Haiti,1803,29.0
876,96,Holy See,1803,
877,97,Honduras,1803,33.9
878,98,"Hong Kong, China",1803,34.9
879,99,Hungary,1803,36.0
880,100,Iceland,1803,19.6
881,101,India,1803,24.0
882,102,Indonesia,1803,30.0
883,103,Iran,1803,25.6
884,104,Iraq,1803,31.2
885,105,Ireland,1803,38.3
886,106,Isle of Man,1803,
887,107,Israel,1803,32.0
888,108,Italy,1803,29.69
889,109,Jamaica,1803,34.2
890,110,Japan,1803,36.4
891,111,Jersey,1803,
892,112,Jordan,1803,31.7
893,113,Kazakhstan,1803,26.2
894,114,Kenya,1803,25.5
895,115,Kiribati,1803,24.9
896,116,North Korea,1803,26.0
897,117,South Korea,1803,25.8
898,118,"United Korea (former)
",1803,
899,119,Kosovo,1803,
900,120,Kuwait,1803,26.0
901,121,Kyrgyz Republic,1803,23.94
902,122,Lao,1803,31.9
903,123,Latvia,1803,33.0
904,124,Lebanon,1803,29.7
905,125,Lesotho,1803,32.8
906,126,Liberia,1803,31.1
907,127,Libya,1803,33.1
908,128,Liechtenstein,1803,
909,129,Lithuania,1803,28.9
910,130,Luxembourg,1803,36.9
911,131,"Macao, China",1803,34.7
912,132,"Macedonia, FYR",1803,36.1
913,133,Madagascar,1803,30.5
914,134,Malawi,1803,30.3
915,135,Malaysia,1803,30.6
916,136,Maldives,1803,32.65
917,137,Mali,1803,26.41
918,138,Malta,1803,28.7
919,139,Marshall Islands,1803,
920,140,Martinique,1803,30.15
921,141,Mauritania,1803,32.0
922,142,Mauritius,1803,28.7
923,143,Mayotte,1803,32.5
924,144,Mexico,1803,26.9
925,145,"Micronesia, Fed. Sts.",1803,26.7
926,146,Moldova,1803,33.15
927,147,Monaco,1803,
928,148,Mongolia,1803,31.8
929,149,Montenegro,1803,35.4
930,150,Montserrat,1803,
931,151,Morocco,1803,33.1
932,152,Mozambique,1803,30.28
933,153,Myanmar,1803,30.8
934,154,Namibia,1803,32.4
935,155,Nauru,1803,
936,156,Nepal,1803,32.8
937,157,Netherlands,1803,39.86
938,158,Netherlands Antilles,1803,34.41
939,159,New Caledonia,1803,26.0
940,160,New Zealand,1803,34.05
941,161,Ngorno-Karabakh,1803,
942,162,Nicaragua,1803,25.4
943,163,Niger,1803,30.8
944,164,Nigeria,1803,30.4
945,165,Niue,1803,
946,166,Norfolk Island,1803,
947,167,Northern Cyprus,1803,
948,168,Northern Mariana Islands,1803,
949,169,Norway,1803,38.72
950,170,Oman,1803,32.3
951,171,Pakistan,1803,25.8
952,172,Palau,1803,
953,173,Panama,1803,32.9
954,174,Papua New Guinea,1803,31.5
955,175,Paraguay,1803,35.5
956,176,Peru,1803,35.7
957,177,Philippines,1803,30.9
958,178,Pitcairn,1803,
959,179,Poland,1803,35.9
960,180,Portugal,1803,35.6
961,181,Puerto Rico,1803,30.43
962,182,Qatar,1803,30.8
963,183,Reunion,1803,33.0
964,184,Romania,1803,35.7
965,185,Russia,1803,29.57
966,186,Rwanda,1803,31.8
967,187,St. Barth̩lemy,1803,
968,188,St. Helena,1803,
969,189,St. Kitts and Nevis,1803,
970,190,St. Lucia,1803,28.01
971,191,St. Martin,1803,
972,192,St. Vincent and the Grenadines,1803,25.99
973,193,St.-Pierre-et-Miquelon,1803,
974,194,Samoa,1803,25.4
975,195,San Marino,1803,
976,196,Sao Tome and Principe,1803,31.0
977,197,Saudi Arabia,1803,32.1
978,198,Senegal,1803,25.2
979,199,Serbia,1803,35.5
980,200,Serbia and Montenegro,1803,
981,201,Serbia excluding Kosovo,1803,
982,202,Seychelles,1803,37.0
983,203,Sierra Leone,1803,25.1
984,204,Singapore,1803,29.1
985,205,Slovak Republic,1803,36.4
986,206,Slovenia,1803,36.6
987,207,Solomon Islands,1803,25.1
988,208,Somalia,1803,29.4
989,209,Somaliland,1803,
990,210,South Africa,1803,33.5
991,211,South Ossetia,1803,
992,212,Spain,1803,29.5
993,213,Sri Lanka,1803,32.6
994,214,Sudan,1803,31.4
995,215,Suriname,1803,32.9
996,216,Svalbard,1803,
997,217,Swaziland,1803,32.3
998,218,Sweden,1803,40.28
999,219,Switzerland,1803,38.0
1000,220,Syria,1803,31.1
1001,221,Taiwan,1803,28.3
1002,222,Tajikistan,1803,24.24
1003,223,Tanzania,1803,32.2
1004,224,Thailand,1803,30.4
1005,225,Timor-Leste,1803,28.95
1006,226,Togo,1803,31.3
1007,227,Tokelau,1803,
1008,228,Tonga,1803,28.2
1009,229,Transnistria,1803,
1010,230,Trinidad and Tobago,1803,32.9
1011,231,Tunisia,1803,28.8
1012,232,Turkey,1803,35.0
1013,233,Turkmenistan,1803,24.0
1014,234,Turks and Caicos Islands,1803,
1015,235,Tuvalu,1803,
1016,236,Uganda,1803,25.3
1017,237,Ukraine,1803,36.6
1018,238,United Arab Emirates,1803,30.7
1019,239,United Kingdom,1803,37.32
1020,240,United States,1803,39.41
1021,241,Uruguay,1803,32.9
1022,242,USSR,1803,
1023,243,Uzbekistan,1803,26.93
1024,244,Wallis et Futuna,1803,
1025,245,Vanuatu,1803,24.3
1026,246,Venezuela,1803,32.2
1027,247,West Bank and Gaza,1803,32.1
1028,248,West Germany,1803,
1029,249,Western Sahara,1803,34.75
1030,250,Vietnam,1803,32.0
1031,251,Virgin Islands (U.S.),1803,33.4
1032,252,North Yemen (former),1803,
1033,253,South Yemen (former),1803,
1034,254,Yemen,1803,23.39
1035,255,Yugoslavia,1803,
1036,256,Zambia,1803,32.6
1037,257,Zimbabwe,1803,33.7
1038,258,��land,1803,
1039,259,South Sudan,1803,26.67
1040,0,Abkhazia,1804,
1041,1,Afghanistan,1804,28.17
1042,2,Akrotiri and Dhekelia,1804,
1043,3,Albania,1804,35.4
1044,4,Algeria,1804,28.82
1045,5,American Samoa,1804,
1046,6,Andorra,1804,
1047,7,Angola,1804,26.98
1048,8,Anguilla,1804,
1049,9,Antigua and Barbuda,1804,33.54
1050,10,Argentina,1804,33.2
1051,11,Armenia,1804,34.0
1052,12,Aruba,1804,34.42
1053,13,Australia,1804,34.05
1054,14,Austria,1804,34.4
1055,15,Azerbaijan,1804,29.17
1056,16,Bahamas,1804,35.18
1057,17,Bahrain,1804,30.3
1058,18,Bangladesh,1804,25.5
1059,19,Barbados,1804,32.12
1060,20,Belarus,1804,36.2
1061,21,Belgium,1804,40.03
1062,22,Belize,1804,26.5
1063,23,Benin,1804,31.0
1064,24,Bermuda,1804,
1065,25,Bhutan,1804,28.8
1066,26,Bolivia,1804,33.0
1067,27,Bosnia and Herzegovina,1804,35.1
1068,28,Botswana,1804,33.6
1069,29,Brazil,1804,32.0
1070,30,British Virgin Islands,1804,
1071,31,Brunei,1804,29.2
1072,32,Bulgaria,1804,35.98
1073,33,Burkina Faso,1804,29.2
1074,34,Burundi,1804,31.5
1075,35,Cambodia,1804,35.0
1076,36,Cameroon,1804,28.75
1077,37,Canada,1804,39.01
1078,38,Cape Verde,1804,33.8
1079,39,Cayman Islands,1804,
1080,40,Central African Republic,1804,30.0
1081,41,Chad,1804,30.9
1082,42,Channel Islands,1804,
1083,43,Chile,1804,32.0
1084,44,China,1804,32.0
1085,45,Christmas Island,1804,
1086,46,Cocos Island,1804,
1087,47,Colombia,1804,32.0
1088,48,Comoros,1804,32.1
1089,49,"Congo, Dem. Rep.",1804,31.6
1090,50,"Congo, Rep.",1804,32.7
1091,51,Cook Is,1804,
1092,52,Costa Rica,1804,30.21
1093,53,Cote d'Ivoire,1804,31.16
1094,54,Croatia,1804,36.1
1095,55,Cuba,1804,32.7
1096,56,Cyprus,1804,38.5
1097,57,Czech Republic,1804,34.95
1098,58,Czechoslovakia,1804,
1099,59,Denmark,1804,42.83
1100,60,Djibouti,1804,29.9
1101,61,Dominica,1804,
1102,62,Dominican Republic,1804,29.9
1103,63,East Germany,1804,
1104,64,Ecuador,1804,32.9
1105,65,Egypt,1804,33.0
1106,66,El Salvador,1804,28.7
1107,67,Equatorial Guinea,1804,29.8
1108,68,Eritrea,1804,30.2
1109,69,Eritrea and Ethiopia,1804,
1110,70,Estonia,1804,34.37
1111,71,Ethiopia,1804,29.7
1112,72,Faeroe Islands,1804,
1113,73,Falkland Is (Malvinas),1804,
1114,74,Fiji,1804,26.1
1115,75,Finland,1804,35.91
1116,76,France,1804,29.38
1117,77,French Guiana,1804,30.5
1118,78,French Polynesia,1804,25.6
1119,79,Gabon,1804,30.6
1120,80,Gambia,1804,28.8
1121,81,Georgia,1804,31.87
1122,82,Germany,1804,38.37
1123,83,Ghana,1804,28.0
1124,84,Gibraltar,1804,
1125,85,Greece,1804,36.6
1126,86,Greenland,1804,33.87
1127,87,Grenada,1804,31.4
1128,88,Guadeloupe,1804,27.66
1129,89,Guam,1804,27.5
1130,90,Guatemala,1804,25.8
1131,91,Guernsey,1804,
1132,92,Guinea,1804,29.54
1133,93,Guinea-Bissau,1804,32.0
1134,94,Guyana,1804,31.12
1135,95,Haiti,1804,29.0
1136,96,Holy See,1804,
1137,97,Honduras,1804,33.9
1138,98,"Hong Kong, China",1804,34.9
1139,99,Hungary,1804,36.0
1140,100,Iceland,1804,24.76
1141,101,India,1804,23.5
1142,102,Indonesia,1804,30.0
1143,103,Iran,1804,25.6
1144,104,Iraq,1804,31.2
1145,105,Ireland,1804,38.3
1146,106,Isle of Man,1804,
1147,107,Israel,1804,32.0
1148,108,Italy,1804,29.69
1149,109,Jamaica,1804,34.2
1150,110,Japan,1804,36.4
1151,111,Jersey,1804,
1152,112,Jordan,1804,31.7
1153,113,Kazakhstan,1804,26.2
1154,114,Kenya,1804,25.5
1155,115,Kiribati,1804,24.9
1156,116,North Korea,1804,26.0
1157,117,South Korea,1804,25.8
1158,118,"United Korea (former)
",1804,
1159,119,Kosovo,1804,
1160,120,Kuwait,1804,26.0
1161,121,Kyrgyz Republic,1804,23.94
1162,122,Lao,1804,31.9
1163,123,Latvia,1804,33.0
1164,124,Lebanon,1804,29.7
1165,125,Lesotho,1804,32.8
1166,126,Liberia,1804,31.1
1167,127,Libya,1804,33.1
1168,128,Liechtenstein,1804,
1169,129,Lithuania,1804,28.9
1170,130,Luxembourg,1804,36.9
1171,131,"Macao, China",1804,34.7
1172,132,"Macedonia, FYR",1804,36.1
1173,133,Madagascar,1804,30.5
1174,134,Malawi,1804,30.3
1175,135,Malaysia,1804,30.6
1176,136,Maldives,1804,32.65
1177,137,Mali,1804,26.41
1178,138,Malta,1804,28.7
1179,139,Marshall Islands,1804,
1180,140,Martinique,1804,30.15
1181,141,Mauritania,1804,32.0
1182,142,Mauritius,1804,28.7
1183,143,Mayotte,1804,32.5
1184,144,Mexico,1804,26.9
1185,145,"Micronesia, Fed. Sts.",1804,26.7
1186,146,Moldova,1804,33.15
1187,147,Monaco,1804,
1188,148,Mongolia,1804,31.8
1189,149,Montenegro,1804,35.4
1190,150,Montserrat,1804,
1191,151,Morocco,1804,33.1
1192,152,Mozambique,1804,30.28
1193,153,Myanmar,1804,30.8
1194,154,Namibia,1804,32.4
1195,155,Nauru,1804,
1196,156,Nepal,1804,32.8
1197,157,Netherlands,1804,39.86
1198,158,Netherlands Antilles,1804,34.41
1199,159,New Caledonia,1804,26.0
1200,160,New Zealand,1804,34.05
1201,161,Ngorno-Karabakh,1804,
1202,162,Nicaragua,1804,25.4
1203,163,Niger,1804,30.8
1204,164,Nigeria,1804,30.4
1205,165,Niue,1804,
1206,166,Norfolk Island,1804,
1207,167,Northern Cyprus,1804,
1208,168,Northern Mariana Islands,1804,
1209,169,Norway,1804,40.52
1210,170,Oman,1804,32.3
1211,171,Pakistan,1804,25.8
1212,172,Palau,1804,
1213,173,Panama,1804,32.9
1214,174,Papua New Guinea,1804,31.5
1215,175,Paraguay,1804,35.5
1216,176,Peru,1804,35.7
1217,177,Philippines,1804,30.9
1218,178,Pitcairn,1804,
1219,179,Poland,1804,35.9
1220,180,Portugal,1804,35.6
1221,181,Puerto Rico,1804,30.43
1222,182,Qatar,1804,30.8
1223,183,Reunion,1804,33.0
1224,184,Romania,1804,35.7
1225,185,Russia,1804,29.57
1226,186,Rwanda,1804,31.8
1227,187,St. Barth̩lemy,1804,
1228,188,St. Helena,1804,
1229,189,St. Kitts and Nevis,1804,
1230,190,St. Lucia,1804,28.01
1231,191,St. Martin,1804,
1232,192,St. Vincent and the Grenadines,1804,25.99
1233,193,St.-Pierre-et-Miquelon,1804,
1234,194,Samoa,1804,25.4
1235,195,San Marino,1804,
1236,196,Sao Tome and Principe,1804,31.0
1237,197,Saudi Arabia,1804,32.1
1238,198,Senegal,1804,25.2
1239,199,Serbia,1804,35.5
1240,200,Serbia and Montenegro,1804,
1241,201,Serbia excluding Kosovo,1804,
1242,202,Seychelles,1804,37.0
1243,203,Sierra Leone,1804,25.1
1244,204,Singapore,1804,29.1
1245,205,Slovak Republic,1804,36.4
1246,206,Slovenia,1804,36.6
1247,207,Solomon Islands,1804,25.1
1248,208,Somalia,1804,29.4
1249,209,Somaliland,1804,
1250,210,South Africa,1804,33.5
1251,211,South Ossetia,1804,
1252,212,Spain,1804,29.5
1253,213,Sri Lanka,1804,32.6
1254,214,Sudan,1804,31.4
1255,215,Suriname,1804,32.9
1256,216,Svalbard,1804,
1257,217,Swaziland,1804,32.3
1258,218,Sweden,1804,39.7
1259,219,Switzerland,1804,38.0
1260,220,Syria,1804,31.1
1261,221,Taiwan,1804,28.3
1262,222,Tajikistan,1804,24.24
1263,223,Tanzania,1804,32.2
1264,224,Thailand,1804,30.4
1265,225,Timor-Leste,1804,28.95
1266,226,Togo,1804,31.3
1267,227,Tokelau,1804,
1268,228,Tonga,1804,28.2
1269,229,Transnistria,1804,
1270,230,Trinidad and Tobago,1804,32.9
1271,231,Tunisia,1804,28.8
1272,232,Turkey,1804,35.0
1273,233,Turkmenistan,1804,24.0
1274,234,Turks and Caicos Islands,1804,
1275,235,Tuvalu,1804,
1276,236,Uganda,1804,25.3
1277,237,Ukraine,1804,36.6
1278,238,United Arab Emirates,1804,30.7
1279,239,United Kingdom,1804,41.44
1280,240,United States,1804,39.41
1281,241,Uruguay,1804,32.9
1282,242,USSR,1804,
1283,243,Uzbekistan,1804,26.93
1284,244,Wallis et Futuna,1804,
1285,245,Vanuatu,1804,24.3
1286,246,Venezuela,1804,32.2
1287,247,West Bank and Gaza,1804,32.1
1288,248,West Germany,1804,
1289,249,Western Sahara,1804,34.75
1290,250,Vietnam,1804,32.0
1291,251,Virgin Islands (U.S.),1804,33.4
1292,252,North Yemen (former),1804,
1293,253,South Yemen (former),1804,
1294,254,Yemen,1804,23.39
1295,255,Yugoslavia,1804,
1296,256,Zambia,1804,32.6
1297,257,Zimbabwe,1804,33.7
1298,258,��land,1804,
1299,259,South Sudan,1804,26.67
1300,0,Abkhazia,1805,
1301,1,Afghanistan,1805,28.16
1302,2,Akrotiri and Dhekelia,1805,
1303,3,Albania,1805,35.4
1304,4,Algeria,1805,28.82
1305,5,American Samoa,1805,
1306,6,Andorra,1805,
1307,7,Angola,1805,26.98
1308,8,Anguilla,1805,
1309,9,Antigua and Barbuda,1805,33.54
1310,10,Argentina,1805,33.2
1311,11,Armenia,1805,34.0
1312,12,Aruba,1805,34.42
1313,13,Australia,1805,34.05
1314,14,Austria,1805,34.4
1315,15,Azerbaijan,1805,29.17
1316,16,Bahamas,1805,35.18
1317,17,Bahrain,1805,30.3
1318,18,Bangladesh,1805,25.5
1319,19,Barbados,1805,32.12
1320,20,Belarus,1805,36.2
1321,21,Belgium,1805,40.04
1322,22,Belize,1805,26.5
1323,23,Benin,1805,31.0
1324,24,Bermuda,1805,
1325,25,Bhutan,1805,28.8
1326,26,Bolivia,1805,33.0
1327,27,Bosnia and Herzegovina,1805,35.1
1328,28,Botswana,1805,33.6
1329,29,Brazil,1805,32.0
1330,30,British Virgin Islands,1805,
1331,31,Brunei,1805,29.2
1332,32,Bulgaria,1805,36.02
1333,33,Burkina Faso,1805,29.2
1334,34,Burundi,1805,31.5
1335,35,Cambodia,1805,35.0
1336,36,Cameroon,1805,28.75
1337,37,Canada,1805,39.01
1338,38,Cape Verde,1805,33.8
1339,39,Cayman Islands,1805,
1340,40,Central African Republic,1805,30.0
1341,41,Chad,1805,30.9
1342,42,Channel Islands,1805,
1343,43,Chile,1805,32.0
1344,44,China,1805,32.0
1345,45,Christmas Island,1805,
1346,46,Cocos Island,1805,
1347,47,Colombia,1805,32.0
1348,48,Comoros,1805,32.1
1349,49,"Congo, Dem. Rep.",1805,31.6
1350,50,"Congo, Rep.",1805,32.7
1351,51,Cook Is,1805,
1352,52,Costa Rica,1805,30.21
1353,53,Cote d'Ivoire,1805,31.16
1354,54,Croatia,1805,36.1
1355,55,Cuba,1805,32.86
1356,56,Cyprus,1805,38.5
1357,57,Czech Republic,1805,34.95
1358,58,Czechoslovakia,1805,
1359,59,Denmark,1805,43.02
1360,60,Djibouti,1805,29.9
1361,61,Dominica,1805,
1362,62,Dominican Republic,1805,29.9
1363,63,East Germany,1805,
1364,64,Ecuador,1805,32.9
1365,65,Egypt,1805,33.0
1366,66,El Salvador,1805,28.7
1367,67,Equatorial Guinea,1805,29.8
1368,68,Eritrea,1805,30.2
1369,69,Eritrea and Ethiopia,1805,
1370,70,Estonia,1805,33.93
1371,71,Ethiopia,1805,29.7
1372,72,Faeroe Islands,1805,
1373,73,Falkland Is (Malvinas),1805,
1374,74,Fiji,1805,26.1
1375,75,Finland,1805,39.8
1376,76,France,1805,34.88
1377,77,French Guiana,1805,30.5
1378,78,French Polynesia,1805,25.6
1379,79,Gabon,1805,30.6
1380,80,Gambia,1805,28.8
1381,81,Georgia,1805,31.87
1382,82,Germany,1805,38.37
1383,83,Ghana,1805,28.0
1384,84,Gibraltar,1805,
1385,85,Greece,1805,36.6
1386,86,Greenland,1805,33.87
1387,87,Grenada,1805,31.4
1388,88,Guadeloupe,1805,27.66
1389,89,Guam,1805,27.5
1390,90,Guatemala,1805,25.8
1391,91,Guernsey,1805,
1392,92,Guinea,1805,29.55
1393,93,Guinea-Bissau,1805,32.0
1394,94,Guyana,1805,31.12
1395,95,Haiti,1805,29.0
1396,96,Holy See,1805,
1397,97,Honduras,1805,33.9
1398,98,"Hong Kong, China",1805,34.9
1399,99,Hungary,1805,36.0
1400,100,Iceland,1805,30.85
1401,101,India,1805,25.44
1402,102,Indonesia,1805,30.0
1403,103,Iran,1805,25.6
1404,104,Iraq,1805,31.2
1405,105,Ireland,1805,38.3
1406,106,Isle of Man,1805,
1407,107,Israel,1805,32.0
1408,108,Italy,1805,29.69
1409,109,Jamaica,1805,34.2
1410,110,Japan,1805,36.4
1411,111,Jersey,1805,
1412,112,Jordan,1805,31.7
1413,113,Kazakhstan,1805,26.2
1414,114,Kenya,1805,25.5
1415,115,Kiribati,1805,24.9
1416,116,North Korea,1805,26.0
1417,117,South Korea,1805,25.8
1418,118,"United Korea (former)
",1805,
1419,119,Kosovo,1805,
1420,120,Kuwait,1805,26.0
1421,121,Kyrgyz Republic,1805,23.94
1422,122,Lao,1805,31.9
1423,123,Latvia,1805,33.0
1424,124,Lebanon,1805,29.7
1425,125,Lesotho,1805,32.8
1426,126,Liberia,1805,31.1
1427,127,Libya,1805,33.1
1428,128,Liechtenstein,1805,
1429,129,Lithuania,1805,28.9
1430,130,Luxembourg,1805,36.9
1431,131,"Macao, China",1805,34.7
1432,132,"Macedonia, FYR",1805,36.1
1433,133,Madagascar,1805,30.5
1434,134,Malawi,1805,30.3
1435,135,Malaysia,1805,30.6
1436,136,Maldives,1805,32.65
1437,137,Mali,1805,26.41
1438,138,Malta,1805,28.7
1439,139,Marshall Islands,1805,
1440,140,Martinique,1805,30.15
1441,141,Mauritania,1805,32.0
1442,142,Mauritius,1805,28.7
1443,143,Mayotte,1805,32.5
1444,144,Mexico,1805,26.9
1445,145,"Micronesia, Fed. Sts.",1805,26.7
1446,146,Moldova,1805,33.15
1447,147,Monaco,1805,
1448,148,Mongolia,1805,31.8
1449,149,Montenegro,1805,35.4
1450,150,Montserrat,1805,
1451,151,Morocco,1805,33.1
1452,152,Mozambique,1805,30.28
1453,153,Myanmar,1805,30.8
1454,154,Namibia,1805,32.4
1455,155,Nauru,1805,
1456,156,Nepal,1805,32.8
1457,157,Netherlands,1805,39.86
1458,158,Netherlands Antilles,1805,34.41
1459,159,New Caledonia,1805,26.0
1460,160,New Zealand,1805,34.05
1461,161,Ngorno-Karabakh,1805,
1462,162,Nicaragua,1805,25.4
1463,163,Niger,1805,30.8
1464,164,Nigeria,1805,30.4
1465,165,Niue,1805,
1466,166,Norfolk Island,1805,
1467,167,Northern Cyprus,1805,
1468,168,Northern Mariana Islands,1805,
1469,169,Norway,1805,44.27
1470,170,Oman,1805,32.3
1471,171,Pakistan,1805,25.8
1472,172,Palau,1805,
1473,173,Panama,1805,32.9
1474,174,Papua New Guinea,1805,31.5
1475,175,Paraguay,1805,35.5
1476,176,Peru,1805,35.7
1477,177,Philippines,1805,30.9
1478,178,Pitcairn,1805,
1479,179,Poland,1805,35.9
1480,180,Portugal,1805,35.6
1481,181,Puerto Rico,1805,30.43
1482,182,Qatar,1805,30.8
1483,183,Reunion,1805,33.0
1484,184,Romania,1805,35.7
1485,185,Russia,1805,29.57
1486,186,Rwanda,1805,31.8
1487,187,St. Barth̩lemy,1805,
1488,188,St. Helena,1805,
1489,189,St. Kitts and Nevis,1805,
1490,190,St. Lucia,1805,28.01
1491,191,St. Martin,1805,
1492,192,St. Vincent and the Grenadines,1805,25.99
1493,193,St.-Pierre-et-Miquelon,1805,
1494,194,Samoa,1805,25.4
1495,195,San Marino,1805,
1496,196,Sao Tome and Principe,1805,31.0
1497,197,Saudi Arabia,1805,32.1
1498,198,Senegal,1805,25.2
1499,199,Serbia,1805,35.5
1500,200,Serbia and Montenegro,1805,
1501,201,Serbia excluding Kosovo,1805,
1502,202,Seychelles,1805,37.0
1503,203,Sierra Leone,1805,25.1
1504,204,Singapore,1805,29.1
1505,205,Slovak Republic,1805,36.4
1506,206,Slovenia,1805,36.6
1507,207,Solomon Islands,1805,25.1
1508,208,Somalia,1805,29.4
1509,209,Somaliland,1805,
1510,210,South Africa,1805,33.5
1511,211,South Ossetia,1805,
1512,212,Spain,1805,29.5
1513,213,Sri Lanka,1805,32.6
1514,214,Sudan,1805,31.4
1515,215,Suriname,1805,32.9
1516,216,Svalbard,1805,
1517,217,Swaziland,1805,32.3
1518,218,Sweden,1805,41.05
1519,219,Switzerland,1805,38.0
1520,220,Syria,1805,31.1
1521,221,Taiwan,1805,28.3
1522,222,Tajikistan,1805,24.24
1523,223,Tanzania,1805,32.2
1524,224,Thailand,1805,30.4
1525,225,Timor-Leste,1805,28.95
1526,226,Togo,1805,31.3
1527,227,Tokelau,1805,
1528,228,Tonga,1805,28.2
1529,229,Transnistria,1805,
1530,230,Trinidad and Tobago,1805,32.9
1531,231,Tunisia,1805,28.8
1532,232,Turkey,1805,35.0
1533,233,Turkmenistan,1805,24.0
1534,234,Turks and Caicos Islands,1805,
1535,235,Tuvalu,1805,
1536,236,Uganda,1805,25.3
1537,237,Ukraine,1805,36.6
1538,238,United Arab Emirates,1805,30.7
1539,239,United Kingdom,1805,42.32
1540,240,United States,1805,39.41
1541,241,Uruguay,1805,32.9
1542,242,USSR,1805,
1543,243,Uzbekistan,1805,26.93
1544,244,Wallis et Futuna,1805,
1545,245,Vanuatu,1805,24.3
1546,246,Venezuela,1805,32.2
1547,247,West Bank and Gaza,1805,32.1
1548,248,West Germany,1805,
1549,249,Western Sahara,1805,34.75
1550,250,Vietnam,1805,32.0
1551,251,Virgin Islands (U.S.),1805,33.4
1552,252,North Yemen (former),1805,
1553,253,South Yemen (former),1805,
1554,254,Yemen,1805,23.39
1555,255,Yugoslavia,1805,
1556,256,Zambia,1805,32.6
1557,257,Zimbabwe,1805,33.7
1558,258,��land,1805,
1559,259,South Sudan,1805,26.67
1560,0,Abkhazia,1806,
1561,1,Afghanistan,1806,28.15
1562,2,Akrotiri and Dhekelia,1806,
1563,3,Albania,1806,35.4
1564,4,Algeria,1806,28.82
1565,5,American Samoa,1806,
1566,6,Andorra,1806,
1567,7,Angola,1806,26.98
1568,8,Anguilla,1806,
1569,9,Antigua and Barbuda,1806,33.54
1570,10,Argentina,1806,33.2
1571,11,Armenia,1806,34.0
1572,12,Aruba,1806,34.42
1573,13,Australia,1806,34.05
1574,14,Austria,1806,34.4
1575,15,Azerbaijan,1806,29.17
1576,16,Bahamas,1806,35.18
1577,17,Bahrain,1806,30.3
1578,18,Bangladesh,1806,25.5
1579,19,Barbados,1806,32.12
1580,20,Belarus,1806,36.2
1581,21,Belgium,1806,40.05
1582,22,Belize,1806,26.5
1583,23,Benin,1806,31.0
1584,24,Bermuda,1806,
1585,25,Bhutan,1806,28.8
1586,26,Bolivia,1806,33.0
1587,27,Bosnia and Herzegovina,1806,35.1
1588,28,Botswana,1806,33.6
1589,29,Brazil,1806,32.0
1590,30,British Virgin Islands,1806,
1591,31,Brunei,1806,29.2
1592,32,Bulgaria,1806,36.06
1593,33,Burkina Faso,1806,29.2
1594,34,Burundi,1806,31.5
1595,35,Cambodia,1806,35.0
1596,36,Cameroon,1806,28.75
1597,37,Canada,1806,39.01
1598,38,Cape Verde,1806,33.8
1599,39,Cayman Islands,1806,
1600,40,Central African Republic,1806,30.0
1601,41,Chad,1806,30.9
1602,42,Channel Islands,1806,
1603,43,Chile,1806,32.0
1604,44,China,1806,32.0
1605,45,Christmas Island,1806,
1606,46,Cocos Island,1806,
1607,47,Colombia,1806,32.0
1608,48,Comoros,1806,32.1
1609,49,"Congo, Dem. Rep.",1806,31.6
1610,50,"Congo, Rep.",1806,32.7
1611,51,Cook Is,1806,
1612,52,Costa Rica,1806,30.21
1613,53,Cote d'Ivoire,1806,31.16
